human_index	human_id	human_accession	gene_symbol	sequence_sha256
179	sp|Q96MK3|FA20A_HUMAN	Q96MK3	FA20A	552b25ebbaf46fc92836cc690b8fc75d5dbad6cc443352e2735701e7214f5487
180	sp|Q96PP9|GBP4_HUMAN	Q96PP9	GBP4	bc47cb1105c5f181d7c3185b1da92e7d1d88b664f27ed7ad5da1803df1c4d20d
181	sp|Q96QE4|LR37B_HUMAN	Q96QE4	LR37B	11d855bce5c0ae4afa8aedbadd7244595e9c1adaf4a0fd9c6fc9753427c83c06
182	sp|Q9BYR6|KRA33_HUMAN	Q9BYR6	KRA33	b3ba41fd51b79780b93c96a50d8d2e7c961179d331eb8adbdd71cc5dc8887e3c
183	sp|Q9H0E9|BRD8_HUMAN	Q9H0E9	BRD8	6e98aa7bc4184b0850fff487d3b54483878124692142df956daf9aed5465846a
184	sp|Q9H2C1|LHX5_HUMAN	Q9H2C1	LHX5	2f612d60538c739c8e1d970fa243ce79dd00497a7ff968fb3c2762c8b1ca0970
185	sp|Q9H300|PARL_HUMAN	Q9H300	PARL	2c000ffa2c8d1956ed79e44f384eda116a06e772cc1ae3c4f56fc1a75bee0595
186	sp|Q9HAF1|EAF6_HUMAN	Q9HAF1	EAF6	f491f95f8d292e25eb45730ebd036ef94db071414943b5e07e6d449cdb071de3
187	sp|Q9HCI6|K1586_HUMAN	Q9HCI6	K1586	34e039dbb13b6ddf25ceffc17a23d8d679160729cef49ca8703544cd215c420a
188	sp|Q9NQ11|AT132_HUMAN	Q9NQ11	AT132	c52f31e891cf7e7e06b446046edc90aa1ef1fcf467f415ed5c80bc15da07959b
189	sp|Q9NQA5|TRPV5_HUMAN	Q9NQA5	TRPV5	e74a05fd80ce082245ff044d19f47271d9c39a00f8329ee4e87880c357905189
190	sp|Q9NS75|CLTR2_HUMAN	Q9NS75	CLTR2	4fe955b00326606161ad6c49caa6d0ed4a4d7f9ac67c655aa1585cef4253d547
191	sp|Q9NVM1|EVA1B_HUMAN	Q9NVM1	EVA1B	d691f8eeeb70bf4d6bb7d02ce54d34f41bd39aa01813fc48cea941f5aed52ecb
192	sp|Q9NZV7|ZIM2_HUMAN	Q9NZV7	ZIM2	fd51e32fc25fee138b9485b60712ad3964c533fd3525d9ada82b548e5a1331ce
193	sp|Q9UBR5|CKLF_HUMAN	Q9UBR5	CKLF	d58c2933e098e080171e1a2b49d8698a2ca920834e800b63da4ccd8ecb78115d
194	sp|Q9UHV5|RPGFL_HUMAN	Q9UHV5	RPGFL	bb32a1f24d85cc3838c029983d73cc12e947e99d9063fbedc3948913b94e0947
195	sp|Q9UK11|ZN223_HUMAN	Q9UK11	ZN223	6cdae35bdf72dad2d5ec9d0e7a3d5931df8b0ee8a85b3e100cb5ffd5c7f98f78
196	sp|Q9UKU6|TRHDE_HUMAN	Q9UKU6	TRHDE	6c9970c56ccbb65a548e28f882ff47d2881f681d9b8885b79b2cafe7bf3ccbab
197	sp|Q9Y297|FBW1A_HUMAN	Q9Y297	FBW1A	f045bce6f472f39f4ec4d95a94da2de457bcce02327c1d1dc4d1277a1110c45d
198	sp|Q9Y2B1|RXLT1_HUMAN	Q9Y2B1	RXLT1	887ca56500a7d49baf76b0d1af1ba27b896d14800b05a3abd422a87357e7e30c
199	sp|Q9Y6E7|SIR4_HUMAN	Q9Y6E7	SIR4	236cf7141c9841a95e870c79da10f6152bc44c00ee3be8d650a63df3be2aa75c
200	tr|A0A1B0GVY7|A0A1B0GVY7_HUMAN	A0A1B0GVY7	A0A1B0GVY7	8694a38eb10f14c02b9a908a972d4a7cc1575754a0cc26f3b0373e3140877c69
201	sp|A0A2R8YED5|O5BS1_HUMAN	A0A2R8YED5	O5BS1	ff6310a4b4f4740c74bc69549e735efa3d99058c3339ad175a562e376a5b2703
202	tr|A0A8V8TLY5|A0A8V8TLY5_HUMAN	A0A8V8TLY5	A0A8V8TLY5	a74129b5cdda14c45cbadc1fd34e1936575a284ebfbb01d7b53ee891e9503e58
203	tr|A0AAQ5BHU3|A0AAQ5BHU3_HUMAN	A0AAQ5BHU3	A0AAQ5BHU3	8615ecd1a223bd715b8a8daba449c58db4ba9a040d4ac3bd88c2e28cfa77ca38
204	sp|A0FGR9|ESYT3_HUMAN	A0FGR9	ESYT3	5ace7865ae62324b117c10e39c0ab952a02a9678a058bbda2db2befea6a30c48
205	sp|A6NC57|ANR62_HUMAN	A6NC57	ANR62	20e6dc9e51838bcdb4c957d9b02fc23162352c9b3b3b0018b1cd7c088c1f34dd
206	sp|A6NHS7|MANS4_HUMAN	A6NHS7	MANS4	f043edb4a2c4722af97f16a5266ca39f47ed78014f0007b091f0752559e8153f
207	sp|A6NI28|RHG42_HUMAN	A6NI28	RHG42	307b272a8a87f9119386891a7b5df6ef9ea59f7ca00793ec228a9b7325721c79
208	sp|A6NIH7|U119B_HUMAN	A6NIH7	U119B	3d583ab39b9d489cb1785bc81009b88563ae2dfdef079c62201afa7857040c4a
209	sp|A8MVZ5|BTNLA_HUMAN	A8MVZ5	BTNLA	868126e8a1f7028f8c91ef11dcf54783bbc9b19a8f60dff16751f8f0bb5cee85
210	sp|M0R2J8|DCDC1_HUMAN	M0R2J8	DCDC1	a8b5c826846e6bc4da71122cf8a13876428b7c5775728125fecfb61692c2882a
211	sp|O00321|ETV2_HUMAN	O00321	ETV2	c3d47a073086f304669f1e42d986a1a0c1bdaa81c3e0fd140af0bce0a2426778
212	sp|O00451|GFRA2_HUMAN	O00451	GFRA2	90957ff2efab2661632efc80e26b97db1baa961011bbc746fc7b9ea905af3915
213	sp|O14545|TRAD1_HUMAN	O14545	TRAD1	9256a1bfe118071d06617fbbfb5e24d0533f7518d59500b2991a6ace19bcac77
214	sp|O14817|TSN4_HUMAN	O14817	TSN4	2fb9a2c82e52a1b2993e999d44737db704c8789975224a3af41675fa13fc272c
215	sp|O43283|M3K13_HUMAN	O43283	M3K13	4b73868ce025017dbd7dc7c6e3d898657ae4faf8dd559c654aec1cb4c86901db
216	sp|O75969|AKAP3_HUMAN	O75969	AKAP3	b858ca62105dfee80b13b5b923c796ab499061258c3d0beba2b4f65561ff126e
217	sp|O95210|STBD1_HUMAN	O95210	STBD1	f5f86ce403cd12d1c14fc689a378ce4afcf904d75ceff3188bbd18d34e3d8842
218	sp|O95274|LYPD3_HUMAN	O95274	LYPD3	8042978ecc77916201908628fe9dd52b4f329d7548e6db1d58129730599c21c5
219	sp|O95677|EYA4_HUMAN	O95677	EYA4	5a5caa881ff07a6d745d3da5a7a69d8973e2513b5d09d9e345efffb295aff304
220	sp|P00918|CAH2_HUMAN	P00918	CAH2	e6a24c903c1ef211037c64a6835a8a484f48b17be1cae50d6998913f21acf7d4
221	sp|P08185|CBG_HUMAN	P08185	CBG	38f1bc04193deeb6ae5bc6349166d2e4e2c8a1566c6cca8b1ae0f54860632fd9
222	sp|P08588|ADRB1_HUMAN	P08588	ADRB1	18fcd61221ac38d04dac6ba1884d8ecd1c47c0e94922905c5b51382d95849c3a
223	sp|P0DH78|RN224_HUMAN	P0DH78	RN224	563b97f5a60daca59ac3f16a15bfb8823cc301c3dc60210ad10c8bbf1b21b425
224	sp|P11912|CD79A_HUMAN	P11912	CD79A	e6e8edc053f5d5c6591b974db827015b310d0a3f0396cf99ced304dd76a43833
225	sp|P13073|COX41_HUMAN	P13073	COX41	6c34495baf7d25c492fd9713dd7f8bc9e803ac668b868b5cc55ab531e6c2d096
226	sp|P14651|HXB3_HUMAN	P14651	HXB3	e912839adefcef428b3a537db2611e52c561b289f0c0c29829e4f1baa9d646cc
227	sp|P17152|TMM11_HUMAN	P17152	TMM11	10bfd4388375ef4d80a91b04ed17d3a3370c7e006d5d80991587af34661b9288
228	sp|P20701|ITAL_HUMAN	P20701	ITAL	4dcc7bcfcead8f33eee44af53d05e2a520b1109d93ea0450cfc3cbfbb59ecb5f
229	sp|P22003|BMP5_HUMAN	P22003	BMP5	524f65b0e73d4398394efe20e36cf9a98019b8551fcb8b101972363bd2990a87
230	sp|P24278|ZBT25_HUMAN	P24278	ZBT25	343828182feea9f0e590405f9d239000f4543b71d71fe5988444e41999200dd8
231	sp|P24723|KPCL_HUMAN	P24723	KPCL	6b12ced2223b354a36749591d4b03c12e25567a3e0dcc7e02bc879b1443aadf5
232	sp|P25445|TNR6_HUMAN	P25445	TNR6	18fba7cb73dd4b2e119bc4a784bcea149bd856d3688d743f6d086e05120d2600
233	sp|P30301|MIP_HUMAN	P30301	MIP	ac3902340d201c154d446a8f136d7463cce6581deca2a90f92acb4233af59b93
234	sp|P30414|NKTR_HUMAN	P30414	NKTR	351f2608deae1493c1caba9457e3e0748d395ab94b3d0e0e690ef0062dbbbabd
235	sp|P40424|PBX1_HUMAN	P40424	PBX1	02b63a4f59185406063b809dd6e6326a4b79273768d5b9c55ff295c047b9a236
236	sp|P55957|BID_HUMAN	P55957	BID	32e2c6d7cd6e14c644699ae29f0f63d557dc59d5027e915fb78b740236409298
237	sp|P63172|DYLT1_HUMAN	P63172	DYLT1	ce0a50096aa716d4034c94af56f81a8ed7421834ee338f1049a54bbec0c7099e
238	sp|Q01955|CO4A3_HUMAN	Q01955	CO4A3	1b404bd666c046158e97add4570478c9cf81be8ce590cccb56c06c3ebf640894
239	sp|Q03828|EVX2_HUMAN	Q03828	EVX2	a9b8224b85e3e8ef9bb5a01ddd0f6f6ba01b8caa462c625ab177a14c3047af08
240	sp|Q13114|TRAF3_HUMAN	Q13114	TRAF3	7df2f9110a15195cca665a7140166046366d2518006978b9fce7af643fc182b3
241	sp|Q13118|KLF10_HUMAN	Q13118	KLF10	238f8042f2face3239770d83dc1a4a35d5e6439580bee19d4a763ccfcd85ffe1
242	sp|Q13242|SRSF9_HUMAN	Q13242	SRSF9	03346d5c8912f23e69eb32efddd16d88e4bb92b47873cb99ddd9f210c7b559bd
243	sp|Q13630|FCL_HUMAN	Q13630	FCL	dfb6368c7afb0488be82bf92e7f142d096e64bf192b8ca480efa952e915275a4
244	sp|Q14957|NMDE3_HUMAN	Q14957	NMDE3	dafcd0da42fb7f4d87db58285dd48d36dde2229808f2e698d096d26c0357566d
245	sp|Q15849|UT2_HUMAN	Q15849	UT2	839e4af06ebf182e35dd99faea861bcf1f9112286f1f9101ef70b11ca6c56cd9
246	sp|Q15878|CAC1E_HUMAN	Q15878	CAC1E	b0623d1a82065dc98ca8c74682e6c721696a9c94038c25b7396036116d4cc444
247	sp|Q16378|PROL4_HUMAN	Q16378	PROL4	6722f33eed9da30a20850316de56a8c7b3dff2ff359d498b1e7cba21ed1abc3e
248	sp|Q2TV78|MST1L_HUMAN	Q2TV78	MST1L	a6b1e9ae78599e2b6efa94e0d6c7762a8e5f6f9a1afee57600d17c1e0bc04ac5
249	sp|Q2WGJ6|KLH38_HUMAN	Q2WGJ6	KLH38	fd9f388699fa65a1731621f1e99375e2a41658587b8eaf196864d855646eeb05
250	sp|Q2YD98|UVSSA_HUMAN	Q2YD98	UVSSA	b40831fbf8a1ed7e7678918863d93057eb7c47551b616737cdafd38dfc7f9770
251	sp|Q5SZJ8|BEND6_HUMAN	Q5SZJ8	BEND6	914a3bad24c3f7b137f1cbd92239940ce9dace3b9affcbf1509fa77e7358c28a
252	sp|Q5TA50|CPTP_HUMAN	Q5TA50	CPTP	18b873c879cf6ef6009b4624bfbf9cd0c4927ac7947c2766b5d7d31ab53b8996
253	sp|Q5THR3|EFCB6_HUMAN	Q5THR3	EFCB6	9fccfe4d2c228e877fadf4af3d78a15680cd1b9bd5d6c6d1896b2f68f8971a34
254	sp|Q5VTJ3|KLD7A_HUMAN	Q5VTJ3	KLD7A	3977ebdaf4a60939ecb52a04f3e2f73493a84dfc342de46d4013ab863ff579b4
255	sp|Q5VVW2|GARL3_HUMAN	Q5VVW2	GARL3	d69c4c6b82ecffc0393d855c5f658aaa368fafcd52bee41e29fb9277cc3a1aff
256	sp|Q659A1|ICE2_HUMAN	Q659A1	ICE2	235a142a9f198288199967bbdcfd85eb64f3928fda825bfc17197cd81720dd5b
257	sp|Q6PEW0|PRS54_HUMAN	Q6PEW0	PRS54	a57f204b9f0f12e8be3ad915c7078afec802f2aee3cd9fc5406227d1a022a944
258	sp|Q6ZWI9|RFPLB_HUMAN	Q6ZWI9	RFPLB	3a7c46c36c72a8c7cf5cf46881d4e2fabdbad33a732d23a531f9642eeb10b10a
259	sp|Q7Z4F1|LRP10_HUMAN	Q7Z4F1	LRP10	b626045675de31e432b1c5deac6872dde2bcba4e1b0398d0ca753aba4c9ef0fb
260	sp|Q86UF1|TSN33_HUMAN	Q86UF1	TSN33	7293e8dd39deaa4e11a893caf7dcd99de4942349faed1cf15208eba6a90bd7ad
261	sp|Q8IW40|DAA19_HUMAN	Q8IW40	DAA19	856e977956b14aceeaa06e8a340bf1076a89ceabbe5bdeae3b4dc3e1a4590bf8
262	sp|Q8IWE2|NXP20_HUMAN	Q8IWE2	NXP20	80f2a5c5a8267caa7048a598d302be215ca2efef32e902c55f1da00b15424c63
263	sp|Q8N128|F177A_HUMAN	Q8N128	F177A	28f0d03b2f4e27acc3740fc6519f7fe70347e2e5d1b1782c0efd6b01aa19e794
264	sp|Q8N4P3|MESH1_HUMAN	Q8N4P3	MESH1	9ca1df586fb2709d8db1cdae63c78360391b3b8ee50dfcb9afdc33e2aa744e79
265	sp|Q8N8G6|CO054_HUMAN	Q8N8G6	CO054	7ab987c4c5e55a49d418208172504da24cac39977fec0b6a3139288e3bf946af
266	sp|Q8NAT1|PMGT2_HUMAN	Q8NAT1	PMGT2	78e9249b81bc98e4f11cb3e49d6c49e2278fa6bdc208689bb9ef468b77954bd0
267	sp|Q8NBB4|ZSCA1_HUMAN	Q8NBB4	ZSCA1	20d8cb0b8f4fde766ffb63d144dfe1a100f54b1e2fe973bbc54c6066301fd185
268	sp|Q8NCW6|GLT11_HUMAN	Q8NCW6	GLT11	b0dfac5ec3ab6f9c2dc12f11dc43fc6db8898b99cba5bb2c97520da99c628ef9
269	sp|Q8NGB9|OR4F6_HUMAN	Q8NGB9	OR4F6	522f826502a186c3d95838da1193b01e25a5b97481209ed11905557909eb0930
270	sp|Q8NGJ4|O52E2_HUMAN	Q8NGJ4	O52E2	25d2df6b0520830201d0e4edae7cf8f3027921cf1bf1f9bb24e6270100392484
271	sp|Q8TAS1|UHMK1_HUMAN	Q8TAS1	UHMK1	8089b8fa12a31fa16486d47ae5bdca3876c4107f5b2d02e18026d6e2d213597d
272	sp|Q8TC07|TBC15_HUMAN	Q8TC07	TBC15	c1ef5481a5168f06dff1895eabfff5344ce49432f81437296176769924b02d7d
273	sp|Q8TC57|M1AP_HUMAN	Q8TC57	M1AP	5f6dd667bd3f81e948e005f7860f9afe97568cd4a9938337d0c5cbc2ca5010c9
274	sp|Q8TC92|ENOX1_HUMAN	Q8TC92	ENOX1	2513d79ccd8e2e664f20517e8e3fd02e4f3c27fba89ccd3fc2145b87aeb66e9e
275	sp|Q8TDJ6|DMXL2_HUMAN	Q8TDJ6	DMXL2	a128caef1ea6675631ca2755926ce47154ba78af9a14ac0f5fa974f9160db891
276	sp|Q8WXS8|ATS14_HUMAN	Q8WXS8	ATS14	45754b53aa3bd655dcdacd9ac51a772672eb866d65085f78b078a13c14ceaef8
277	sp|Q92545|TM131_HUMAN	Q92545	TM131	6302bfde3f3755bc075e18b1c6b79ada5dcfc8d1c1c6211e58153c90aa040848
278	sp|Q96L91|EP400_HUMAN	Q96L91	EP400	80d0cb35ef7de9ae52793b942b424ea8e5680f37390ccdaff7c7c5d115cece75
279	sp|Q96LS8|CB048_HUMAN	Q96LS8	CB048	2a27ffcf0585447be874748f0100a8000db3e7e521c7c7978e28028f6bae8f01
280	sp|Q96NJ3|ZN285_HUMAN	Q96NJ3	ZN285	03ac6c06d9d91f3eaeab7939af10c43bf69c33a37ed8166696d323d437e4832a
281	sp|Q96PL1|SG3A2_HUMAN	Q96PL1	SG3A2	827d5f66c7ba65a4c3435d88059abc05fe2f9fa465e15425139317db83f54227
282	sp|Q9BV86|NTM1A_HUMAN	Q9BV86	NTM1A	f54299310ebc450d76b58cced46769b523b4a95a6af44caaabeab179651ccb8b
283	sp|Q9BXP2|S12A9_HUMAN	Q9BXP2	S12A9	01c9ef0b0d1d7baaddcefdae572b4b7e48e356be5ff6bda70ec44619270d35f4
284	sp|Q9BY79|MFRP_HUMAN	Q9BY79	MFRP	eaddccd58fdd79db59685b7374d481d2dcfd15899082dc1af91c60b3cbf6f1de
285	sp|Q9BYG0|B3GN5_HUMAN	Q9BYG0	B3GN5	d9d6960498c7eef2f103b1a1c58860f37b300b159f8a81089fd0aa2ec4438fbe
286	sp|Q9GZW8|MS4A7_HUMAN	Q9GZW8	MS4A7	cfd9f49eb935b5ced11987042d8a3bca4b98f5a586be85ff7309d0ce6cf19e32
287	sp|Q9H6Z4|RANB3_HUMAN	Q9H6Z4	RANB3	29f44a798038d0a127765af9e63f1f2f137c1309a320bf5796da440f39f6cc12
288	sp|Q9NPI6|DCP1A_HUMAN	Q9NPI6	DCP1A	5a9b197a62a06caa05d97b98034e94a9e90ef1024aba2c865b51ad7d48492653
289	sp|Q9NSU2|TREX1_HUMAN	Q9NSU2	TREX1	e54f8296e356537bba31df96c4c474c53a4c22d49f4cd23755da07fd9662c49e
290	sp|Q9NXE4|NSMA3_HUMAN	Q9NXE4	NSMA3	5186ec5205ac9b2b463a3c4ec5bda27ac608e8d94b40a856cee46ddb109deb11
291	sp|Q9NY46|SCN3A_HUMAN	Q9NY46	SCN3A	92527863dc4b011caad9cf573b20b6c8616efaf0581b30b1aea9ec850f141aa3
292	sp|Q9NY74|ETAA1_HUMAN	Q9NY74	ETAA1	0b7e4108f2c87d48bda888f329d2ccee1e23939698712bac4c60f296d62cb0ef
293	sp|Q9P2E3|ZNFX1_HUMAN	Q9P2E3	ZNFX1	e03496862eb41a2c4934a19530d50a11191b3c38e3b0fe27c59208da2322dbec
294	sp|Q9P2P1|NYNRI_HUMAN	Q9P2P1	NYNRI	81d8fe3e208b39dc43770548ad82af64bcb3050a6802664005a47530bd33d4c6
295	sp|Q9UEY8|ADDG_HUMAN	Q9UEY8	ADDG	e7aab46e8707052dfbda1d25275937129449430c1d1939b9747ad402bb14ab8e
296	sp|Q9UKV8|AGO2_HUMAN	Q9UKV8	AGO2	66f862010eb73c9edffb8433d2b53f30ffbbb70b85515d47323e5ad03cc012c0
297	sp|Q9Y6F6|IRAG1_HUMAN	Q9Y6F6	IRAG1	2d1f6f35cc089c084f725706f2137e0396c389651bd67e8409dc9563dd7ce574
298	sp|Q9Y6Q9|NCOA3_HUMAN	Q9Y6Q9	NCOA3	6ffd495ceb38724e91c62cdb51078c556c645722c3e98093edd559d941882bd1
299	sp|Q9Y6W3|CAN7_HUMAN	Q9Y6W3	CAN7	c8691119711a3dceabcdaf48332e2d5b3e6d666a51f2b3a5be31f533fa38d46b
300	sp|A0A0K0K1C4|TVB27_HUMAN	A0A0K0K1C4	TVB27	da4de2c75113fb2b41f26e00ecf5f285e51a991a2af132ec6555235fd64d715e
301	sp|A0A1B0GUW6|SPEM3_HUMAN	A0A1B0GUW6	SPEM3	d8fb490a5f0dd2baa178fa0274e72a44568f5ce5c4b0256ff7edd5dcae358b33
302	tr|A0A8I5QJS6|A0A8I5QJS6_HUMAN	A0A8I5QJS6	A0A8I5QJS6	9c56e0a78842ccfbd2eb60991dd358a880e9952845fc810a0de55bc4030f118a
303	sp|A0FGR8|ESYT2_HUMAN	A0FGR8	ESYT2	fe5676c77ef61b12388725ab79558fba066d7d236dcf7c3414511501d1dd6e85
304	tr|A0N4X2|A0N4X2_HUMAN	A0N4X2	A0N4X2	254102013ece08d97bf7aa6e993bf35b6eee8afa80161717083dacd2823a8ffa
305	sp|A5YM72|CRNS1_HUMAN	A5YM72	CRNS1	3184e5f6869062cd94e0f5adff9b367f97aa572324113ce58dadf46daddf1b4f
306	sp|A6NFQ2|TCAF2_HUMAN	A6NFQ2	TCAF2	20822aff49594020de536385d8314817dd6942ad0303350bc2dbd2d8f1a53c28
307	sp|A6NLU0|RFPLA_HUMAN	A6NLU0	RFPLA	8948a71f4cd1f6164b4ea0cab1f0e820ce40f10709273f1975adf33a1699fcd7
308	sp|A8MWY0|ELAP2_HUMAN	A8MWY0	ELAP2	188d4d36521a3c655fa8106f81ad720cce4b50868d5d07d82ad56032c9ef0575
309	sp|O00168|PLM_HUMAN	O00168	PLM	6d89d8587f5cf0443725c59dd7c5b146768a9a815e5aaed2fae2fb7f7b919ec6
310	sp|O00222|GRM8_HUMAN	O00222	GRM8	f952ad97f88609c9508f4c7cf7bf1b5519fce9547d79df4008fe829bf647730f
311	sp|O00329|PK3CD_HUMAN	O00329	PK3CD	f3c1cbb6ec13c808a714f03f6f44fd482c327deaa69ee5845ebf9affa4afbbed
312	sp|O14512|SOCS7_HUMAN	O14512	SOCS7	6141962bc3f7cf8aaba9c45bb2ff5dc28a31def7dbedb64170a278b1f724d2b0
313	sp|O14727|APAF_HUMAN	O14727	APAF	29b2db740200c028dd69ed8c4bfe70ccf4e416053affcbc578c9894bb9064828
314	sp|O15552|FFAR2_HUMAN	O15552	FFAR2	4a47759801962a00105488bd4785164fe2ad53487e93dbe2ac3159c150c0c536
315	sp|O43529|CHSTA_HUMAN	O43529	CHSTA	e9c1dfc7c71e4fbc98c0c9677f630742f8ce9e9fb0cdd69e4a6ff4160d48f32c
316	sp|O43638|FOXS1_HUMAN	O43638	FOXS1	a818d8d729d04f027954dede9d8f1264af1af9cfd47a0614221de70718aad843
317	sp|O43766|LIAS_HUMAN	O43766	LIAS	5d7205595b76ef1c19e102aaf179ef9877a3906e2d18f2101c3d619c09503265
318	sp|O60309|L37A3_HUMAN	O60309	L37A3	a576bb180777e5e40cf6a15aad4489f6cf0f239381784250a410c98e44e1da14
319	sp|O75078|ADA11_HUMAN	O75078	ADA11	542839c3ee046949cf05cf2306595924bc01b8bb55927716f0f69b2f389d4950
320	sp|O95363|SYFM_HUMAN	O95363	SYFM	20763196f05a193ee16b396cfbdbc211069e598b55cb1bb41f364b2d7bb977d6
321	sp|P01594|KV133_HUMAN	P01594	KV133	14c671377852327e92fb91260c1306ed726ab82004f65edb775a7918259fee18
322	sp|P08134|RHOC_HUMAN	P08134	RHOC	51ebf7f19c9a20af64760adc08f228fd6c491571e4b1bd8477bf5012cc1e5fd6
323	sp|P0DJ93|SIM13_HUMAN	P0DJ93	SIM13	dffc5fd8165c4b56b0fa5fd17287d15809cc2afbaeb909d66668e926ac53c1fb
324	sp|P0DUD3|SPD14_HUMAN	P0DUD3	SPD14	8326f5712b39d10e924f29efc0a44202d87695bbdcda04f1af6fa9cc3b683f42
325	sp|P10912|GHR_HUMAN	P10912	GHR	b20d1ec09d847b56a629ffab0752f2d138c9b3ecdc5abf97611d40e640e99ccc
326	sp|P16615|AT2A2_HUMAN	P16615	AT2A2	b70cdec6cd43cdcdf11909033159e3c13c0c2556f6b71f1e884f5fa5a2fafb99
327	sp|P17081|RHOQ_HUMAN	P17081	RHOQ	110343b4f8d5ba4fd6dbcb8cf2f4ed088575509a32d2afa866e35863a64333d5
328	sp|P23381|SYWC_HUMAN	P23381	SYWC	7f953b08cbe3d816e5093183350e3b80e092fe64e78e2880ddaf03c886a485c1
329	sp|P23919|KTHY_HUMAN	P23919	KTHY	b7de24dfe012e1e97b86a6cf44fbccc07d11c07c7926987b25835395c62a6a41
330	sp|P26371|KRA59_HUMAN	P26371	KRA59	fce90b7ddb632187a709131db9d30444d973a19aefa253d7a0cee334dac08859
331	sp|P29033|CXB2_HUMAN	P29033	CXB2	70fb9047856d6e938959bbb21d9cce60a003c96b87987dc7740155092df6324b
332	sp|P29274|AA2AR_HUMAN	P29274	AA2AR	d1707e447ac7d7fcd10f6f1c1e61754460b8f5e206eedc0ba64747cd49b733f2
333	sp|P43268|ETV4_HUMAN	P43268	ETV4	1c0d2845570cb915d60745be6b372961c7f236613a17e32b18ef99b08752fb8f
334	sp|P55285|CADH6_HUMAN	P55285	CADH6	559a8067da6f6bce3854bdaa9c506c308775e0f9cf83f686fadda5d43987a964
335	sp|P55773|CCL23_HUMAN	P55773	CCL23	046bbd3a519d9d7c87b167a8211827d29beab20c4ea4d21a293e1be13dc55edf
336	sp|P57764|GSDMD_HUMAN	P57764	GSDMD	d8374d39aae728d880402eecdbf8f6a750ebf5f2d64cadecf46fb84591d74d43
337	sp|P98073|ENTK_HUMAN	P98073	ENTK	a1f373a62fecc1823a76bc9f32d8b5eaaaecb5bfcef3978c2c88728256a11113
338	sp|P98164|LRP2_HUMAN	P98164	LRP2	6ffbe740048848253a48b61278277e0abd35e771bbfe05323c2c1118eb8c161a
339	sp|Q03426|KIME_HUMAN	Q03426	KIME	f752e7f5176943a8ffbe9281281e29011c8f39322c489942dd0154a0aa1208f5
340	sp|Q04118|PRB3_HUMAN	Q04118	PRB3	29e08d89435cd974e8bf89fa1727f40caad30fa7e570d14afe07db80feef2293
341	sp|Q14865|ARI5B_HUMAN	Q14865	ARI5B	fcc21bbfe9e5c4b141240995f2be3501b255754b9170281d0fb0669353fcfea5
342	sp|Q15031|SYLM_HUMAN	Q15031	SYLM	ad78d673dd589cb08a0350e41ba1b1d610ea61c18ceb00a7657cea144f7dbe3c
343	sp|Q16595|FRDA_HUMAN	Q16595	FRDA	c2018d98624030e1c2c0280935cf65442c0089a60a0e5f00edad074b6f380947
344	sp|Q2NL68|PRSR3_HUMAN	Q2NL68	PRSR3	67c435b5ce304bd3d022c17499a306d8e329e586b3158ddbcf061fcfc8323e02
345	sp|Q4G0G5|SC2B2_HUMAN	Q4G0G5	SC2B2	756c0cf3e480233be981bcad19df483d5d22c6207104d162ababf2877729dd81
346	sp|Q5H8A4|PIGG_HUMAN	Q5H8A4	PIGG	4c8c76090620eff49f2616e8153a487bbac595cffefdf3f07d326f44d12233b4
347	sp|Q5SQ80|A20A2_HUMAN	Q5SQ80	A20A2	16176e292e63fda8b5d61dac6164814a84aaf6c297f993ef384eaf86845ed055
348	sp|Q64ET8|FRG2_HUMAN	Q64ET8	FRG2	6aeeef785d244441b3238449285cf3a420b06f333343ff926fbf85091d3392b2
349	sp|Q6FI13|H2A2A_HUMAN	Q6FI13	H2A2A	5e6fb14bd770498a1a92cb3647815fbb49c05b391d5418665447a00f2d3c8d97
350	sp|Q6UXB8|PI16_HUMAN	Q6UXB8	PI16	31e4e2960ffccd32f13dd8b7495d0d0558fc6589c2fb7f5382fba63df0111410
351	sp|Q7L2K0|TEDC2_HUMAN	Q7L2K0	TEDC2	702282f7e9ea995c33384be28a3de1eee850d605776dfd9a9bc4e6eb69f5c31d
352	sp|Q7RTS1|BHA15_HUMAN	Q7RTS1	BHA15	d4a2ae48fd3d23d13db527a8365b4f1ff2b635a44f8b95bbc3b4427f0b8b3d2b
353	sp|Q7Z6G3|NECA2_HUMAN	Q7Z6G3	NECA2	ef82d630f6f7b512a029b37fc426bff15c4e72aa9c777314185f9361020ffe97
354	sp|Q86SS6|SYT9_HUMAN	Q86SS6	SYT9	2cf59092f25c5c6124a5fead92fbcac910e0526b2ccaf49ecb85583fab399175
355	sp|Q86VE3|SATL1_HUMAN	Q86VE3	SATL1	1096d6e8eb45d8c01b727a1a831b4583ee81778fbfdd8f6d915f62ebf947ca61
356	sp|Q86W33|TPRA1_HUMAN	Q86W33	TPRA1	f8fa36e7d5404ccded2ea6e0c84f857daf947fe798d582c5cc9d290e5e6fbb7d
357	sp|Q86YH2|Z280B_HUMAN	Q86YH2	Z280B	315e161a341f65a67eb1e26e480a86d9e65eb3dcb729eed4752d653c712b2111
358	sp|Q8IX01|SUGP2_HUMAN	Q8IX01	SUGP2	070ee8283d84b7963db0400e059a9f5e768628e5f4625101953ccb162f66ed69
